damage,xcentroid,ycentroid
3.9821184,-95.575653,29.805782
.9946714,-95.576218,29.958513
3.6906462,-95.576385,29.662907
1.0117188,-95.576248,29.776897
3.0564497,-95.576591,29.923849
.99750102,-95.576508,29.956371
3.0010509,-95.576645,29.757729
1,-95.555473,29.77392
1.0435039,-95.565872,29.629416
.99950099,-95.566353,29.703081
1.5628188,-95.566307,29.916609
1,-95.566643,29.951113
3.3232346,-95.576744,29.908625
3.8340549,-95.576843,29.91444
1.2828623,-95.57711,29.848473
1,-95.577423,29.781006
1.9251701,-95.556084,29.617006
1.8767693,-95.556244,29.684504
1.9713805,-95.556374,30.015421
1.0209581,-95.556664,30.123215
1,-95.556442,29.745047
1,-95.556702,30.081249
1.0674663,-95.556618,30.04039
1,-95.556961,29.981888
2.9990718,-95.566994,29.924397
1,-95.567451,29.881536
.99853802,-95.567421,30.004444
.99261129,-95.567062,29.998314
2.4789445,-95.567673,29.712425
1,-95.567848,30.07486
1,-95.577629,29.693213
1.0951613,-95.577507,29.68716
1,-95.577621,29.613522
2.3648498,-95.577682,30.005812
1.1666666,-95.577766,30.009611
1.7167897,-95.578156,29.698793
2.0146954,-95.578384,29.896812
1,-95.557632,30.112679
1.1240311,-95.557678,29.791948
1.0705128,-95.558487,29.675606
1,-95.5681,29.911684
1,-95.568123,29.927029
3.6117382,-95.568756,29.775763
1,-95.568939,30.098141
.93994778,-95.578438,29.972773
1.3357016,-95.578712,29.653378
3.1004941,-95.57917,29.660742
1.0405128,-95.558464,29.929636
2,-95.55883,30.11038
1.3280454,-95.569511,30.008139
1,-95.569992,29.613392
1.045045,-95.570183,29.740747
1.4367816,-95.570137,29.738247
1,-95.579765,29.850916
1.0782521,-95.579948,29.792965
1.9954008,-95.579895,29.685234
1.75,-95.580048,29.650652
3.7682855,-95.580322,29.599442
2.3052959,-95.559639,29.911974
2.1497641,-95.560272,29.643009
1.127648,-95.570747,29.668583
1.583582,-95.570671,29.745226
2.2769725,-95.570969,29.771282
1,-95.570992,29.613209
1.1432651,-95.571014,29.596697
1,-95.571281,29.897577
1,-95.571358,29.606834
.99565971,-95.571442,29.69812
1,-95.581146,29.597984
3.5687373,-95.58165,29.754955
1.983209,-95.560837,30.126955
1,-95.561012,30.05271
1.9424853,-95.561081,29.900446
.99737531,-95.561607,29.687229
1.3839285,-95.572182,29.939463
.99644971,-95.581924,29.787544
3.3225806,-95.582413,29.768085
1.0634835,-95.561958,30.073498
1,-95.562302,29.94302
3.2130177,-95.572655,29.766432
1,-95.57254,29.616169
1,-95.57296,29.829485
1,-95.573135,29.82976
1,-95.583344,29.651896
1,-95.583458,29.697247
1,-95.583984,30.044447
1,-95.583809,29.662329
1.9369856,-95.584076,29.714729
1.9930201,-95.563339,29.601555
2.5665064,-95.563606,29.769955
2.3871312,-95.563766,29.755861
.99805719,-95.573746,29.826456
1,-95.574196,29.61953
1.1805054,-95.574181,29.800226
1,-95.574493,29.604832
2.1014686,-95.58445,29.95392
1,-95.584976,29.711992
1,-95.563972,29.89217
3.7348669,-95.574837,29.928162
2.1617179,-95.574913,29.665846
1.1861314,-95.574913,29.805527
1,-95.585457,29.786844
3.8156719,-95.585693,29.905239
1.3132129,-95.585777,29.614309
3.6378872,-95.585945,29.788778
1.8327781,-95.586319,29.681866
3.2156863,-95.586357,29.666275
3.5329382,-95.565506,29.76469
3.7255349,-95.566277,29.774643
3.3700747,-95.566505,29.678358
1.9190391,-95.575653,29.725555
1.8515764,-95.586372,29.985497
1,-95.586868,29.716085
1,-95.587639,29.710823
1,-95.566437,29.915253
1.9236778,-95.566666,29.739103
3.1810598,-95.566788,29.758373
1,-95.566803,29.913239
1,-95.566719,29.61183
2.8646019,-95.566833,30.047588
.9995842,-95.567482,29.611141
1.360202,-95.577301,29.989918
1,-95.576904,29.611637
1.6636518,-95.577126,30.026897
1,-95.577225,29.953611
1,-95.577354,29.679207
1.1747899,-95.57737,29.90073
2.4665923,-95.587753,29.661953
1,-95.587982,29.625555
1.2554744,-95.58815,29.691576
3.3512509,-95.588188,29.754917
2.6791525,-95.588753,29.913025
4,-95.58886,29.962355
1,-95.568108,29.89472
1.0086651,-95.568253,29.868174
1,-95.568413,30.004431
1,-95.568474,29.940468
2.1025944,-95.56855,30.017118
2.0267315,-95.578453,29.901499
1.8922082,-95.589378,29.605024
2.9974597,-95.589378,29.749983
3.4679635,-95.589378,29.908415
1.6556273,-95.589432,29.672726
2.7199366,-95.589775,29.668919
1,-95.590057,30.085859
2.8016903,-95.56884,29.921236
.96834946,-95.569778,29.940702
2.5230949,-95.57885,29.656342
1,-95.578903,29.670057
1.0664557,-95.579002,29.601217
1.0070589,-95.579384,29.698004
3.2796807,-95.579308,29.918062
1.7118959,-95.590401,29.769533
1.655308,-95.590431,29.849243
4,-95.59063,29.949812
2.8815029,-95.590538,29.782063
2.6449511,-95.590904,29.955149
2.6399648,-95.590843,29.668201
2.1269975,-95.591011,29.89736
1,-95.591377,29.98283
1.0526316,-95.591507,29.644379
1,-95.569824,30.049608
1,-95.569733,29.998964
1.8197393,-95.570129,30.012672
1.0021414,-95.570374,30.050482
.996337,-95.570343,30.066246
1.7982079,-95.570328,30.003069
1,-95.57061,29.972382
1.9963111,-95.579697,30.047522
2.6753387,-95.579849,29.662687
1.8898129,-95.579956,29.738752
1,-95.57991,29.971897
1.9326683,-95.591652,29.963604
1.8527759,-95.591576,29.743475
1.4862385,-95.591751,29.777767
1.1038961,-95.591942,29.654932
1,-95.592392,29.988022
2.987915,-95.570976,29.804901
4,-95.571014,29.807867
3.6105101,-95.571075,29.766037
1.767345,-95.571526,29.750179
3.1947966,-95.57148,29.757133
1,-95.571434,29.998482
2.9613795,-95.57151,29.906933
3.2729559,-95.5718,29.886181
2.0449142,-95.580467,29.717916
1.5107758,-95.58049,29.656097
2.0230262,-95.581032,29.897829
1.4604317,-95.581169,29.973387
1,-95.592567,30.003906
1,-95.59285,29.653551
.99744982,-95.593529,29.871399
1,-95.572044,29.856472
2.9935896,-95.572197,30.115444
2.5152314,-95.581482,29.748997
1,-95.581688,29.624992
1.9991066,-95.58168,29.739256
1.9697872,-95.581894,30.03442
2.6987927,-95.582375,29.67598
.99160749,-95.582275,30.047424
1,-95.582146,29.678301
2.3115838,-95.594215,29.768442
3,-95.594429,29.93191
2.5138571,-95.594612,29.783159
1.164271,-95.573158,29.926895
.99696666,-95.573303,29.692625
1.1523226,-95.573509,29.962833
2.6127567,-95.573494,29.969469
2.5535815,-95.57325,29.988054
2.2481308,-95.573891,30.027639
1,-95.573967,30.053999
3.2321763,-95.582741,29.923889
1,-95.583015,29.793381
1,-95.58284,29.90033
1,-95.583061,29.689957
.99457258,-95.583107,29.710667
1,-95.583069,29.649572
1.4931203,-95.594696,29.855934
1,-95.594894,29.868301
1.7203008,-95.594955,29.656849
1.1131465,-95.595329,29.763201
2.9174757,-95.595428,29.745243
1,-95.574303,30.020853
1.572327,-95.574486,30.060534
3.439049,-95.574722,29.906952
1,-95.574966,29.862776
1,-95.574936,29.669962
2.4573309,-95.57518,30.023521
2.6196716,-95.584305,29.671337
1.7740165,-95.584236,30.042896
1.8526694,-95.595604,29.657177
1.6322244,-95.59568,29.864058
1.4892642,-95.595757,29.656254
1.0036466,-95.596153,30.05546
1.4115226,-95.596329,30.121908
3.0836432,-95.575317,29.754555
.99905396,-95.575363,29.947725
2.3475935,-95.575409,29.6742
2.833425,-95.575607,29.597399
3.4605677,-95.575699,29.600174
1.9437109,-95.57592,30.026745
1.3937008,-95.575737,30.06708
1,-95.575996,29.929018
1.1933856,-95.584999,30.038254
3.3936675,-95.585365,29.77471
2.8799019,-95.596611,29.681606
1,-95.596588,29.652302
1,-95.596771,30.009886
1.4515853,-95.596535,29.975992
1.7861557,-95.596886,29.59972
1,-95.597038,29.965502
3.4171,-95.597305,29.912018
1.693421,-95.577003,29.706356
2.5052722,-95.577057,29.711813
3.9653978,-95.577248,29.928043
1.8400191,-95.585892,30.079954
1.1809845,-95.586296,29.768669
1,-95.586487,29.998026
1,-95.586746,29.702545
.98651254,-95.586891,29.623384
1.0028912,-95.597519,30.040871
3.0705421,-95.598045,29.7495
1,-95.577377,29.689837
2.759887,-95.577682,30.039221
1,-95.57769,29.781866
3.1612284,-95.577774,29.743145
.99393326,-95.577965,29.782431
.97144127,-95.587265,29.649544
2.6952662,-95.58725,29.600117
.99470299,-95.58754,29.730831
1,-95.587746,29.620794
3.7994187,-95.598442,29.913641
1,-95.598511,29.994492
4,-95.598778,29.913181
2.0743692,-95.578667,30.045666
2.8581927,-95.578484,29.715683
3.5996561,-95.578629,29.747036
1.198,-95.578796,29.789886
1.9886887,-95.579025,29.904037
1.241102,-95.578835,29.654459
1,-95.578972,29.97407
1,-95.579041,29.650364
.99781662,-95.578987,29.69013
1,-95.57901,29.97304
2.5831378,-95.579071,29.712786
1,-95.579765,29.734949
1.8203362,-95.579689,29.686609
1,-95.579666,29.666861
1.8268778,-95.588829,30.081884
1.917863,-95.599457,29.917564
1.7627643,-95.599739,29.658041
3.5457902,-95.599709,29.746685
1,-95.599869,30.11725
1.4876999,-95.599968,30.00392
1.9660134,-95.599609,29.852894
.99356371,-95.600243,30.055244
2.9232898,-95.579613,29.720184
1.2534192,-95.579712,29.669363
1.9386973,-95.580162,30.04723
1,-95.580147,30.036743
1.0098945,-95.580238,29.792229
1.0535159,-95.580238,30.027681
3.3230462,-95.589401,29.909971
1,-95.589684,29.776045
1.7028302,-95.58989,29.640244
1,-95.589767,29.951368
1.3934681,-95.589935,29.64258
1,-95.589981,29.691261
1.9704591,-95.59021,29.659595
2.5061836,-95.590134,29.757214
1.1544715,-95.600533,29.597822
1.2921053,-95.600723,29.694506
3.5432098,-95.600975,29.747967
2.9354932,-95.601448,29.978333
3.9409835,-95.601433,29.914711
2.8179669,-95.58065,29.682896
1.8179522,-95.581116,29.744137
1.7352941,-95.581497,29.955957
3.7549148,-95.581352,29.667334
1.0980834,-95.591286,29.600285
1.0083187,-95.59127,29.641239
1,-95.591362,29.941572
2.6764588,-95.591682,29.73135
1,-95.601624,30.101269
1,-95.601547,29.775484
3.0314519,-95.602348,29.977978
1.9067554,-95.602287,30.050119
1.0096782,-95.602371,29.727818
2.7574334,-95.581566,29.64011
3.2321763,-95.581604,29.923882
1,-95.58168,30.093708
1.7171171,-95.582184,29.656868
1,-95.582504,29.731466
1,-95.582504,29.971956
2.364562,-95.582573,30.125521
2.1161289,-95.591888,29.957129
1.0497335,-95.592163,29.695093
1,-95.592522,29.619375
2.3592324,-95.592545,29.670986
1,-95.602577,29.744345
1,-95.603157,29.991213
2.6972051,-95.603302,29.844862
3.9297659,-95.582954,29.75473
2.0983768,-95.593056,29.744452
1.062546,-95.593674,29.91925
2.3404195,-95.60379,30.045158
1,-95.603836,30.024082
1,-95.604218,29.975437
2.2964392,-95.584595,30.07176
.99313504,-95.584358,30.049248
2.4291644,-95.584656,29.59553
3.0544937,-95.584785,29.668652
1,-95.584869,29.652332
1.1752988,-95.58503,29.77873
1,-95.585037,29.653872
2.1934836,-95.594559,29.780472
1.5297902,-95.594704,29.91156
1.1314741,-95.594894,29.641298
3.0034649,-95.604462,29.789171
2.9717262,-95.605118,29.6621
2.3094535,-95.605263,30.048298
1,-95.585052,29.77109
1,-95.585632,30.045967
1.7283072,-95.585526,29.679924
1,-95.585762,29.626434
1.9272727,-95.586197,29.615276
1.3797579,-95.59594,29.886192
1,-95.59539,29.916544
1,-95.595421,29.670086
1,-95.59536,30.140049
1.0326383,-95.595764,29.740515
1.0378313,-95.595955,29.739758
3.9362996,-95.60614,29.665947
1.4359217,-95.606186,29.732988
1,-95.606415,29.996332
3.9879601,-95.606491,29.683519
.9927398,-95.586975,30.040583
1.6923708,-95.587151,29.741619
1,-95.596397,29.607042
2.9843647,-95.596657,29.937963
3,-95.59671,30.122011
1,-95.596962,29.66913
2.9000001,-95.607025,29.67371
1.0628206,-95.607323,29.641081
1,-95.607697,29.660906
1,-95.607674,30.097427
1.5210145,-95.587509,29.653534
1,-95.587952,29.967997
1,-95.588135,29.922373
2.040081,-95.597397,29.95499
1.0973451,-95.59742,29.866297
1.7805372,-95.597702,30.006035
.99715263,-95.597816,29.861639
1,-95.608139,29.922115
2.2644873,-95.608154,29.889269
2.8618371,-95.608299,29.983274
1,-95.608429,30.10404
1.0343587,-95.608459,29.6574
3.4591854,-95.5886,29.665808
1,-95.588684,29.971464
1,-95.588875,29.854031
1,-95.589073,30.079014
2.3824751,-95.589211,29.662462
1,-95.589264,29.954851
.99978197,-95.589523,29.697515
3.3569937,-95.598763,29.669357
2.0414939,-95.609138,29.884501
2.8126583,-95.609436,29.977001
3.1292307,-95.609665,29.92028
2.3950865,-95.589539,29.915333
3.4591854,-95.589813,29.665087
2.6807239,-95.590195,29.934105
2.20416,-95.590141,29.846546
1.379622,-95.590279,29.983408
1,-95.600227,29.741304
.99746579,-95.609802,30.029022
1,-95.610085,29.958422
1,-95.610321,29.732819
2.2577074,-95.610466,29.883459
1.1392215,-95.61042,29.729813
1.6889813,-95.610481,29.885586
1.9693079,-95.610497,29.882387
1,-95.610687,30.034546
1.6851629,-95.590973,30.031601
1,-95.590843,29.917818
1,-95.591156,29.655447
1.259434,-95.591171,29.941217
1.0083187,-95.59127,29.642208
.99540496,-95.591423,29.648331
1.541213,-95.591553,29.866411
2.6047704,-95.591835,29.756517
1,-95.591835,29.601908
1.7577465,-95.600327,29.980366
3.4191463,-95.600471,29.681482
1.0273405,-95.611023,29.657028
2.0414939,-95.611168,29.884619
2.0247469,-95.61132,29.938847
1.9065573,-95.592567,29.964998
1.6376811,-95.611649,29.886339
1,-95.611725,29.951818
1,-95.611931,29.65974
2.9306018,-95.612442,29.999107
1.9911745,-95.593285,29.620256
2.4601929,-95.593376,29.767141
3.0354276,-95.59343,29.754496
1,-95.593483,29.724211
1.0994765,-95.593506,29.598454
1.4366391,-95.593552,29.693769
.99632061,-95.593758,29.866816
2.7818246,-95.593689,29.621965
1.4662162,-95.593788,30.006887
2.5909591,-95.593971,29.673285
1,-95.602592,29.743567
1.0115304,-95.602966,29.983822
2.2909317,-95.61293,29.687044
1,-95.613068,29.688967
1,-95.5942,30.032499
2.6153152,-95.594559,29.758247
1.8430463,-95.594528,29.918779
3.6337581,-95.594864,30.037519
3.0487645,-95.603325,29.765821
1.2020906,-95.603271,30.117815
2.6333334,-95.603317,29.764904
2.6455719,-95.603607,29.599819
4,-95.603714,29.679319
1,-95.604111,29.976177
1,-95.604172,29.652771
1,-95.613304,29.978165
2.9161711,-95.614029,29.759193
.99811411,-95.614052,29.660175
2.2604935,-95.614044,29.756872
.99314326,-95.614296,30.008995
1,-95.59523,29.915764
3,-95.595215,29.997334
1.3815385,-95.595184,29.847399
1.6996996,-95.595848,29.660446
1.3275663,-95.595909,29.597351
1.824,-95.595955,30.047045
1.3892697,-95.614334,29.723042
2.139982,-95.614449,29.768496
1.9732143,-95.614525,30.017576
2.9731669,-95.614571,29.601368
1,-95.614891,29.743322
1,-95.596809,29.931326
2.9174807,-95.605309,29.596916
1,-95.605347,29.694569
.9906323,-95.605713,29.990602
3.7034853,-95.615227,29.933191
4,-95.615242,29.613117
1.6445837,-95.61557,29.8867
1,-95.615875,29.893438
1,-95.596901,29.640499
1,-95.597076,29.597769
3.7916667,-95.597176,29.684752
3.5666788,-95.597664,29.911674
2.6318252,-95.597893,30.130833
1.5387011,-95.597954,29.740482
1,-95.607109,29.985678
1.9144737,-95.607071,29.695724
1.1962025,-95.616188,30.003487
2.3321953,-95.616936,29.998493
2.1687074,-95.598267,29.956423
2.8701379,-95.598167,29.773893
1.9415585,-95.598648,29.856598
2.0747681,-95.598709,29.742846
2.0952082,-95.598701,29.865536
1,-95.598633,29.778479
1,-95.607376,29.990265
1,-95.60791,29.697414
1.2624413,-95.608269,30.029518
3.7096775,-95.608383,30.142527
3.2361164,-95.617638,29.682314
2.2905817,-95.61779,29.887291
2.5480001,-95.599564,29.863514
1.0949074,-95.599472,29.866545
1.316437,-95.599815,29.865274
1,-95.599861,29.985695
1.3134247,-95.600128,29.8685
1.003886,-95.608505,29.702038
2.6713264,-95.608688,29.753944
2.4054832,-95.608894,29.983978
1,-95.609276,29.751465
3.7915046,-95.609245,29.754803
1,-95.61869,29.934843
2.5065076,-95.619164,29.875786
3.5112486,-95.600327,29.745899
.99565846,-95.600388,29.984093
1.8866972,-95.600784,29.861021
1.2884927,-95.600609,29.914122
1,-95.600807,29.990934
1.7287234,-95.600784,29.870304
1.1809574,-95.601059,29.95319
1,-95.601158,29.654127
1.1141026,-95.609474,30.009724
2.0155139,-95.609848,29.845774
2.5961215,-95.60965,29.722651
1.3251534,-95.609825,29.853825
1,-95.609749,29.988659
.99964815,-95.610329,29.769423
1,-95.610382,29.747581
2.1976435,-95.610344,29.926844
1.3216833,-95.619499,29.864033
1,-95.619728,29.737194
1.4370861,-95.620438,29.742548
1,-95.601349,29.856339
2.9256971,-95.601433,29.910265
1,-95.601723,29.715818
1.9912338,-95.60228,29.852167
2.4595025,-95.610527,30.039402
2.5881503,-95.610481,30.03981
1.0612813,-95.610458,29.656834
2.3867025,-95.61058,29.75316
2.5611439,-95.610847,29.600286
3.9944444,-95.610825,30.067408
1,-95.610847,30.095228
1.3377367,-95.61116,29.652227
2.179028,-95.611092,30.105064
1.8900911,-95.62085,29.700386
1,-95.621582,30.031006
1,-95.621742,29.700634
2.4095941,-95.60257,29.747648
3.0903008,-95.603027,29.61302
3.9439585,-95.603271,29.682104
.99848139,-95.611481,29.979733
2.2144403,-95.611588,29.855236
2.3885453,-95.611626,29.772078
1,-95.611832,29.777487
.98516321,-95.611786,30.040031
.98088735,-95.612061,29.749981
3,-95.622177,29.901304
2.0436635,-95.622437,30.015491
1.189146,-95.622284,30.096479
1,-95.622444,29.95396
2.6916289,-95.622551,29.885656
1.8532317,-95.622757,29.877138
1.7307693,-95.603493,29.842062
1.9957646,-95.612267,29.888794
2.4933503,-95.612396,29.976793
.99910635,-95.612503,29.743952
.99741268,-95.612778,29.709814
1,-95.61274,29.657539
.9996044,-95.612793,29.741053
1.0721649,-95.613197,30.089853
2.3722274,-95.623215,29.939028
1,-95.623474,29.697935
1,-95.623718,29.634367
3.5018718,-95.604607,29.682707
1,-95.605309,30.11907
2.159292,-95.605522,29.751722
2.7892489,-95.605446,29.668411
2.994709,-95.613441,30.019125
1,-95.613556,30.0424
2.2909317,-95.613503,29.686989
2.0480349,-95.613541,29.861277
1.4679193,-95.624657,30.020376
2.2252066,-95.624847,29.677362
1.1547987,-95.624969,29.905428
1.6412983,-95.60598,29.610205
1.2082739,-95.605942,29.651482
3.7223575,-95.606041,29.943808
1,-95.606453,30.044559
2.6497204,-95.606346,29.939312
1.8927556,-95.606476,30.051168
1,-95.606644,29.982231
2.4836407,-95.613899,29.885584
2.0912817,-95.614052,29.752804
1,-95.614258,30.076855
1.8921801,-95.6147,30.098087
2.6505368,-95.614754,29.93117
3.833509,-95.62516,29.666473
2.6498475,-95.625587,29.859842
1.0302702,-95.625534,29.939095
1.025974,-95.625999,30.114082
2.8286011,-95.626472,30.093945
1.4827201,-95.606956,29.929522
3.8958333,-95.607262,29.920179
.99452555,-95.607353,29.985367
1,-95.607796,29.789421
1.3750417,-95.614891,29.945744
1,-95.614861,29.743591
2.04689,-95.615044,29.884174
1.2081712,-95.61525,29.724146
1.2181425,-95.615273,29.768372
1,-95.615456,30.037077
2.4668109,-95.615616,29.759239
1.2219419,-95.62632,29.763447
2.8299708,-95.62674,29.883432
3.088372,-95.626816,30.09754
.99870074,-95.627045,29.701696
3.0648735,-95.627022,29.982588
3.0220392,-95.627205,29.668808
1.5246389,-95.608162,29.608372
1.6125997,-95.60849,29.752216
1,-95.608559,29.860834
1,-95.61573,29.95363
1.0605646,-95.616234,29.7267
2.722827,-95.616341,29.765663
1.9605405,-95.628235,29.609638
3.3275862,-95.628426,29.644979
3.535043,-95.608963,29.681963
.99278843,-95.60891,30.047131
1.0208861,-95.609512,29.658834
3.0143821,-95.609612,29.684652
1.7335025,-95.617073,29.675892
1,-95.616989,29.893673
2.2310832,-95.617073,29.925568
2.8546798,-95.617126,29.768661
3.7034853,-95.617523,29.933197
2.4569452,-95.617432,29.68574
3.0440347,-95.628922,29.729885
3.6065197,-95.629539,29.64175
1.9552639,-95.629456,30.081903
1.5886482,-95.629433,29.884645
3,-95.609665,29.595425
2.4054832,-95.609894,29.983311
.99294531,-95.610512,29.935051
1,-95.617882,29.731007
1.6306776,-95.618172,29.890026
1.9248748,-95.618309,29.864632
1,-95.618927,29.743153
3.593214,-95.618958,29.680197
1.9288201,-95.6297,29.859716
2.0285773,-95.63015,29.898533
1,-95.63047,29.878519
1.7277805,-95.611023,29.930965
1.8201439,-95.611511,29.694338
1.322854,-95.61158,29.734697
2.8849137,-95.611641,29.884895
3.1524148,-95.619392,29.889112
1,-95.619347,29.702314
2.0090921,-95.620049,29.698406
.9990055,-95.620033,29.727768
1.0074488,-95.630531,29.697811
1.9376498,-95.6306,29.610376
1.9052511,-95.63089,29.884954
1.8496552,-95.631485,29.600147
2.180851,-95.611763,29.765169
.99609375,-95.620407,30.029745
2.2401786,-95.62088,29.695148
1.8177826,-95.620827,29.864117
3.2818017,-95.621048,29.677639
1.4648415,-95.621002,29.608511
1,-95.621323,29.687294
1,-95.631966,29.86083
1,-95.63195,29.678207
1,-95.631989,30.029881
2.5526073,-95.632187,29.61846
3.338486,-95.63282,29.840401
1,-95.612793,29.659229
2.7629471,-95.612976,29.929741
.99412626,-95.613159,29.742878
1.659204,-95.613525,29.975315
2.5638165,-95.613594,29.668545
1.1960784,-95.62133,29.712334
2.3021886,-95.621437,29.928457
.99793959,-95.621681,30.030247
1.1027027,-95.621826,29.694769
1.0809485,-95.622025,29.886454
1,-95.622101,29.961544
4,-95.633041,29.624222
2.029386,-95.633102,29.636532
1.8453283,-95.633301,29.931112
1.0396825,-95.613777,30.076849
1,-95.613983,29.858856
1.7012157,-95.613815,29.705999
1,-95.614532,30.142563
3,-95.614075,29.878269
.98863995,-95.622597,29.627903
1.8286974,-95.622833,29.951607
2.2851009,-95.622818,29.739992
1.2393365,-95.633957,29.631109
2.8671269,-95.633934,29.854893
1,-95.634399,30.024881
1.7743046,-95.634399,29.646866
1.6015037,-95.61496,29.941195
1.6862367,-95.615715,29.69997
1,-95.623985,29.627779
2.624692,-95.624519,29.936373
2.5266349,-95.624374,29.679129
2.2252066,-95.624863,29.678949
1,-95.634903,29.848324
1,-95.634857,29.760555
1,-95.635361,29.753887
1,-95.635544,30.074982
1.379227,-95.616074,30.036718
3.0201149,-95.616051,29.895107
1.9238755,-95.61599,29.885916
1,-95.616058,29.889961
1,-95.616104,29.749552
1,-95.616432,29.70804
1,-95.616753,29.627771
3.2871287,-95.625229,29.996635
3.838685,-95.625656,29.775227
2.6806722,-95.625763,30.148954
3.2440257,-95.63649,29.679176
1,-95.636765,29.874792
1.7374449,-95.617035,29.937288
1,-95.61718,29.734951
1.5283182,-95.61792,29.711584
1.7554744,-95.617798,29.863337
1,-95.618011,29.935118
1.8697326,-95.626221,29.860193
1,-95.626778,29.648525
3.2675159,-95.626778,29.930141
2.9381819,-95.637222,29.995142
1.7029703,-95.637245,29.660425
1,-95.637581,29.909727
1,-95.618484,30.030365
1,-95.618584,29.892248
2.4129138,-95.618813,29.858282
1.455018,-95.618988,29.707705
1.1689366,-95.627029,29.677614
2.891082,-95.627037,29.943836
2.891082,-95.627251,29.943857
1.0349761,-95.627342,30.097191
1.6178344,-95.627457,30.121321
1.9141803,-95.627571,29.763699
2.2886856,-95.6278,29.685246
1.0238854,-95.637733,29.655926
1.7775266,-95.638336,30.009157
1.0526316,-95.638344,29.667799
3.0666666,-95.638725,29.930126
3.5383739,-95.619469,29.892555
2.0090921,-95.620056,29.697989
2.6069338,-95.620491,29.679531
1.9823771,-95.628616,29.665321
.99703109,-95.628845,29.678934
1,-95.629105,29.863039
1,-95.638947,30.027428
.99935502,-95.639114,29.764906
2.9192295,-95.639275,29.681738
1.0654118,-95.639633,29.747311
1.8727748,-95.620667,29.697962
1.933642,-95.620728,30.014359
1.8537506,-95.621124,29.697306
1,-95.621025,29.96092
3.1386776,-95.621246,29.924328
1,-95.621483,29.702606
3.8968141,-95.629059,29.642624
2.6944563,-95.629387,29.944708
1,-95.629517,29.69997
.9950875,-95.629593,30.026819
.99492222,-95.629494,29.680035
1,-95.639885,29.85112
.9908362,-95.640121,29.700079
1,-95.640274,29.847422
3.4033184,-95.640221,29.662727
1.0551097,-95.640587,29.656504
2.9009287,-95.621902,29.664886
1,-95.621872,29.74892
1,-95.622269,29.626911
2.9837623,-95.630768,29.851278
.99651569,-95.631058,29.633518
2.9206939,-95.641113,29.948704
1.6948396,-95.641098,29.739208
2.5896897,-95.641533,29.934458
1.8403397,-95.641281,29.889605
1.3685637,-95.622795,29.936892
1,-95.622871,29.718037
1,-95.622864,29.956289
1,-95.623161,29.711037
1.0838199,-95.623192,29.718544
1,-95.631607,29.738863
.98714954,-95.632187,29.91637
1,-95.641899,29.597416
2.6190476,-95.642448,29.994406
1.7721239,-95.623848,29.623333
2.8471131,-95.623718,29.94187
1.3686274,-95.624184,29.877041
2.8864691,-95.624283,30.001383
1,-95.624657,29.690674
1,-95.624489,29.707785
.99790972,-95.624924,29.705908
1,-95.632713,30.07119
.98963732,-95.632652,30.015688
1,-95.633049,29.650103
3.0465026,-95.633018,29.665739
2.566855,-95.633308,29.650526
1,-95.643051,29.977991
1,-95.643608,29.740116
1,-95.643394,30.041275
1,-95.644142,29.959227
1.7354729,-95.625046,29.866861
1,-95.625084,29.949387
1.3047326,-95.625648,29.766285
.9935149,-95.633385,30.030525
.99855489,-95.633636,29.89473
1.8673469,-95.633919,29.782047
1.0479566,-95.634003,30.003084
2.0019114,-95.634033,29.922916
3.1102362,-95.644127,29.962996
1.6840796,-95.644493,30.015333
.97471911,-95.644455,29.958881
.99501067,-95.645264,29.978489
2.4108953,-95.645363,30.033331
1.3278688,-95.645554,29.669508
1,-95.626648,30.117924
1,-95.626976,29.9242
1,-95.634628,29.909828
1.3783784,-95.634857,29.668648
1.9931996,-95.6353,29.921747
3.3607521,-95.635208,29.894501
1,-95.645927,29.680218
1,-95.646072,29.890469
2.7978723,-95.646133,30.126528
1,-95.646111,29.959402
3.24595,-95.627502,30.003017
1,-95.627449,29.625996
1.0140598,-95.627518,29.626211
2.0460048,-95.627686,29.695721
1,-95.627823,29.766016
1,-95.636116,29.865437
1,-95.636581,29.921963
1,-95.636642,29.852554
.99926364,-95.647591,30.13821
3.3413427,-95.64769,29.960295
1.5785996,-95.628754,29.610176
.99826086,-95.629128,29.956343
2.7903225,-95.636803,30.007088
1,-95.637321,30.112028
1.5693674,-95.637199,29.950157
2.9997077,-95.637352,30.000257
1,-95.64801,30.135981
.99869555,-95.648262,29.840565
1,-95.649048,30.137024
2.1067455,-95.629074,29.762184
1.443908,-95.629738,30.012371
1,-95.629959,29.895834
1,-95.629997,29.874966
3.4366806,-95.63028,29.849625
1,-95.630333,29.636705
1.4525994,-95.638016,30.118746
1.9027286,-95.638519,29.737471
1.4155419,-95.638451,29.976587
1,-95.638664,29.889503
1.5820029,-95.649536,29.665522
1.25012,-95.650002,29.664265
1,-95.630684,30.013304
1.0181537,-95.630646,30.009729
3.4366806,-95.630638,29.855635
1.2527473,-95.630745,29.870438
3,-95.63102,30.148403
1,-95.630959,29.69816
3.4071069,-95.631134,29.848156
1.2425373,-95.630989,29.611383
2.0583739,-95.631485,29.931301
.97655922,-95.631523,29.76804
3.7814472,-95.631599,29.643408
2.6379018,-95.631653,29.987959
2.893065,-95.631714,29.942911
1.2870814,-95.638733,29.657522
.99823475,-95.638832,29.905094
