damage,xcentroid,ycentroid
1,-95.470444,29.619965
1,-95.470863,29.801418
1,-95.470886,29.886208
1,-95.470901,30.069273
1,-95.470993,29.970629
.99996185,-95.472031,29.749691
1,-95.471779,29.87631
1,-95.47226,29.65839
1,-95.472466,29.517159
1,-95.472984,29.858974
1.9325551,-95.472801,29.654612
.99716616,-95.473328,29.959877
4,-95.473213,29.988199
.99867988,-95.473412,30.066166
1,-95.473457,29.792366
1,-95.473808,29.73411
.99817425,-95.4739,30.057648
1,-95.473877,29.697432
1,-95.474258,29.766766
1,-95.474449,29.598576
1,-95.474525,30.036224
1,-95.474426,30.085039
1,-95.474571,29.693123
1,-95.474533,29.961739
1,-95.474648,29.637592
1,-95.475052,29.891783
1,-95.474899,29.960691
1,-95.474945,29.659864
1,-95.474976,29.97603
1,-95.475334,29.727707
.99951595,-95.47554,29.631632
1,-95.475594,30.081453
1,-95.475815,29.693195
1.2900041,-95.476097,29.881718
1,-95.476723,29.7572
1,-95.476768,29.632704
1,-95.47731,29.906244
1,-95.477242,29.946548
.99307758,-95.477303,29.667749
1.9782609,-95.477295,29.492954
.99682915,-95.477402,30.081964
1,-95.477425,29.634611
1,-95.478127,29.59627
2.005559,-95.478485,29.534201
1,-95.478477,29.588793
1,-95.478683,29.591179
1,-95.478737,30.039995
1,-95.478729,29.806166
1,-95.479286,29.889463
1,-95.47921,29.809988
1,-95.479317,29.543295
.999488,-95.479263,29.849724
1,-95.479546,29.614046
1,-95.479561,29.876032
.99053872,-95.4795,29.803274
1,-95.479607,29.696732
.96202534,-95.480049,29.549294
1,-95.480331,29.646303
1.6663339,-95.540253,29.764898
4,-95.540237,30.132893
3.9928095,-95.540611,29.704597
1.8890721,-95.540779,30.017363
1.946058,-95.541039,30.070581
1,-95.480705,29.589411
1,-95.48114,29.914261
1,-95.481133,30.048002
1,-95.481194,29.842779
1,-95.541252,30.1255
3,-95.541466,30.039991
2.5120502,-95.541374,30.000423
3,-95.541504,30.024328
2.70101,-95.541527,29.66313
1.8038188,-95.541916,29.817385
1,-95.481544,29.779966
1,-95.481705,29.895027
.99710143,-95.481728,30.054424
.99818182,-95.481789,29.956333
1,-95.482285,29.854954
1.7398524,-95.482384,29.515202
1,-95.482506,29.975134
3.7935519,-95.542297,29.703197
2.4238789,-95.542595,30.00127
1.7239553,-95.542953,29.762365
2.442168,-95.543068,29.693693
.99544626,-95.482506,29.922632
.99901527,-95.482544,29.952044
1,-95.483047,29.792131
1.0677466,-95.543381,29.973017
2.2969172,-95.543816,29.798529
2.7102199,-95.543861,29.663839
.90998149,-95.483788,29.678577
1,-95.483795,29.643114
1.6458967,-95.483849,29.549713
1,-95.484024,29.59683
1,-95.483894,29.981304
1,-95.484024,29.763731
1.5128018,-95.54425,29.893143
1,-95.544548,30.125782
2.2708158,-95.544525,29.85997
2.3303738,-95.54451,29.693371
1.3691275,-95.484558,30.026571
1,-95.484901,29.962704
1,-95.484993,30.007099
1,-95.485161,29.791965
2.7151334,-95.545204,30.026674
2.1928124,-95.545952,30.032555
1.1973333,-95.546173,29.916561
1,-95.485168,29.601883
1,-95.485466,29.669855
1,-95.485428,29.685902
1,-95.486084,29.816044
1,-95.485771,29.87772
1,-95.486038,29.905794
1,-95.485802,29.711233
1,-95.486252,29.70031
1,-95.485909,29.689703
1,-95.486137,29.956783
1,-95.486191,29.981365
.99970949,-95.486145,29.951532
1,-95.485992,29.96916
1.9821701,-95.546539,29.893085
1,-95.546944,29.613741
1.5171193,-95.546967,29.611359
3.2918839,-95.54705,29.845022
1,-95.547188,29.997566
1,-95.486351,29.932186
1,-95.486511,29.807407
1,-95.486572,29.982841
.99296224,-95.486542,29.981846
1.0124371,-95.486755,29.908237
.87112695,-95.487289,29.851877
.98978597,-95.487015,29.531981
1,-95.487091,30.068378
1.6679345,-95.547325,29.836678
2.3977273,-95.547699,30.031748
1.9082886,-95.547935,29.912247
1.7392205,-95.547981,29.69842
1,-95.487267,29.594467
1,-95.48716,29.689829
1,-95.487381,29.542568
1.0251527,-95.48745,29.963921
2,-95.488045,30.106012
1.8526875,-95.548309,29.766661
1.5154639,-95.548332,29.909594
1,-95.54821,29.747038
.96765715,-95.488396,29.743475
1.9230096,-95.488396,30.125692
1,-95.488579,29.847887
1,-95.488663,29.671728
1,-95.488861,29.690548
1,-95.488777,29.661259
1,-95.488907,29.594891
1.2466611,-95.488869,29.597103
1,-95.489189,29.963646
1,-95.549789,30.000631
1,-95.489456,29.896313
1,-95.489586,29.679668
.99588478,-95.48999,29.740818
1,-95.550232,30.036493
3.022599,-95.550781,29.599707
1.4856802,-95.550827,29.782059
1,-95.551003,29.984209
3.1392474,-95.551132,29.930958
.99525505,-95.490356,29.956913
.99962604,-95.490494,29.658724
1,-95.490883,29.955427
.98014277,-95.491028,29.716944
1,-95.491257,29.646446
3.1392474,-95.551407,29.931669
1,-95.551834,30.035118
1,-95.491722,29.691824
1,-95.491692,29.935482
1.0353082,-95.492203,29.545626
1,-95.552231,29.986395
1,-95.553314,29.699825
.998155,-95.553116,29.836445
1,-95.492714,29.875801
.97880113,-95.492889,29.868572
1,-95.492699,29.828209
1.0404577,-95.49324,29.518059
1.5762527,-95.553413,29.823038
1,-95.553947,30.082373
1,-95.493759,29.54294
1,-95.493782,29.968334
.98974049,-95.494141,29.802149
1,-95.494217,29.651258
.99968797,-95.494255,29.965504
1,-95.494415,29.95686
1,-95.554352,29.988142
1,-95.554512,29.985111
2.180758,-95.554939,29.79884
1.2584767,-95.555321,29.634035
1.5739299,-95.554817,29.961653
1,-95.494743,29.594582
.99629432,-95.494949,29.753668
1.0641537,-95.495216,29.979549
1.166907,-95.495346,29.997152
1,-95.495377,29.645119
1,-95.555191,29.835688
1.4065498,-95.555847,29.799875
.99932748,-95.495483,29.715269
1.6805708,-95.495735,29.615553
1,-95.496223,29.879433
.99219692,-95.496353,29.752445
1,-95.496338,30.151758
1,-95.496544,30.065502
3.994911,-95.556221,30.135227
2.757642,-95.55603,29.886707
3.153528,-95.556122,29.813353
1.9905303,-95.556297,29.98604
3.5463693,-95.555336,29.882191
1,-95.556732,29.975948
1,-95.49678,29.767956
1.904376,-95.496567,30.074606
.99723911,-95.496773,29.916351
1,-95.497231,29.867222
1,-95.557732,29.982304
.99774522,-95.497612,29.927231
1.0078534,-95.497986,29.594746
1,-95.498474,29.849487
1,-95.497849,30.061876
1.2433053,-95.55838,29.801947
1.5760123,-95.559349,29.931156
2.6841464,-95.55941,29.983349
1.5925306,-95.560005,29.629084
1.9939325,-95.498863,29.890051
1,-95.498917,29.686134
3.3347516,-95.559944,29.900003
1,-95.560608,29.980026
1.7783267,-95.560677,30.111542
1.0634835,-95.560867,30.074482
1,-95.499725,29.954821
1,-95.499931,29.764988
1,-95.500175,29.94479
.99647886,-95.500481,29.950977
1.1701863,-95.500542,29.630743
.99961215,-95.500656,29.958555
2.4271781,-95.561333,30.128305
.99822122,-95.561256,30.001274
1,-95.561905,30.005377
1,-95.562019,30.078487
.98623282,-95.562027,29.928596
.9995116,-95.562134,29.93264
.99658936,-95.562218,30.077578
1.0264888,-95.501259,30.04995
.99953401,-95.501152,29.827105
1,-95.501289,29.952421
.97304279,-95.501465,29.65061
1.9560792,-95.50193,29.758633
2.9039907,-95.562225,30.137444
2.5290756,-95.562912,30.023825
.9966805,-95.562538,30.053967
3.6195002,-95.56308,29.758118
1,-95.501976,29.80669
.99256158,-95.502205,29.922199
1,-95.502274,29.796926
1.9925926,-95.502518,29.700426
1.865055,-95.564011,29.752323
1.3611112,-95.563965,29.904039
1,-95.502831,29.668394
1,-95.502823,29.883312
1,-95.50296,29.643936
1,-95.503036,29.805246
1,-95.503098,29.827114
1,-95.503464,29.636408
2.9309952,-95.564461,29.678225
1,-95.564438,29.741917
1,-95.503731,29.670607
.99872386,-95.503983,30.079945
1,-95.504272,29.881828
1,-95.504448,29.940712
1,-95.505264,29.840008
1.9890411,-95.565117,29.905079
1.8413211,-95.565323,29.911129
1.4656229,-95.565178,29.901569
1.0276923,-95.565399,29.632956
1,-95.566177,30.010489
1,-95.504791,29.636242
1,-95.504799,29.764505
1,-95.566315,29.748476
1,-95.566589,30.003778
2.0731132,-95.566879,29.712433
3.1351078,-95.56678,29.714476
3.9578948,-95.566917,29.781504
1,-95.505836,29.629723
1,-95.505913,29.974215
1,-95.506279,30.020266
.9978925,-95.505974,29.979801
.99678975,-95.506096,29.731508
1.788002,-95.506386,29.815702
.99914187,-95.567276,29.958025
2.9400239,-95.567436,29.680372
1,-95.567482,29.68771
1,-95.567764,29.90834
1,-95.506599,30.020319
.99289,-95.506905,29.743073
1,-95.506996,29.902334
1,-95.50724,29.48727
2.296164,-95.568123,29.767096
4,-95.568611,29.760195
2.1394422,-95.568703,29.866947
1.3631988,-95.56868,29.94639
.99969709,-95.56916,29.957226
2.6045618,-95.569099,29.711906
1,-95.507744,29.702755
1,-95.507835,29.919773
1,-95.507828,29.924387
1,-95.507912,29.886837
1,-95.508301,30.037796
1,-95.508453,29.726118
1,-95.569344,29.929464
.98103666,-95.569366,29.972881
1,-95.569954,29.929047
1.0073171,-95.570183,29.863161
1.5632184,-95.570129,29.595177
1,-95.50901,29.63406
.99940479,-95.509361,29.640039
1,-95.509438,29.696625
.9991222,-95.509132,29.839346
1,-95.509697,29.548674
1,-95.50956,29.664797
1,-95.510277,29.554129
1,-95.570625,29.696579
1,-95.570511,29.709772
1,-95.570816,30.064049
1.4854623,-95.571121,29.829065
3.4324324,-95.57122,29.888592
1.908849,-95.571304,30.022671
1.913164,-95.571327,29.92247
1,-95.510185,30.016718
.99113804,-95.510254,29.495144
1.036407,-95.510765,29.919193
1,-95.510689,29.654053
1,-95.510849,29.894169
1,-95.511086,29.956245
.99963033,-95.571472,30.064415
3.4911346,-95.571442,29.771179
1,-95.571571,29.831478
1.9829717,-95.571625,29.752192
1,-95.572044,29.613785
1.4964286,-95.572357,29.605177
.99886942,-95.511154,30.032251
1,-95.511299,30.101675
.89434457,-95.511795,29.781418
1,-95.511925,29.883148
1,-95.511955,29.904032
1,-95.511963,29.504803
3.8005664,-95.572632,29.758451
1,-95.572556,30.00561
1,-95.572731,30.063787
3.1903596,-95.572975,29.661722
.99898583,-95.572861,29.612656
1.1642857,-95.573364,30.069849
.99863946,-95.512215,30.083439
.99777424,-95.512405,29.550611
1,-95.512436,29.699993
1,-95.512543,29.651829
1,-95.51265,29.661623
1,-95.512703,29.921633
1,-95.513016,29.82222
1.2608411,-95.57354,30.063219
1,-95.573555,29.903259
.99836063,-95.573708,29.859434
1.8183385,-95.574074,29.666039
.98623854,-95.574226,30.067923
.98485434,-95.574364,29.965061
1,-95.574471,29.620176
.99904639,-95.514015,29.671083
.99931079,-95.574669,29.710003
3.657131,-95.574806,29.65801
.99705452,-95.574875,29.957739
3.7056665,-95.57547,29.910822
.99675775,-95.514565,29.494677
1,-95.514542,29.63353
1,-95.514481,30.071466
.9927156,-95.514015,29.849806
1,-95.514992,29.599623
.99942297,-95.515022,29.905933
1,-95.515213,29.601507
1,-95.515228,29.543575
1,-95.57563,29.619511
2.0011542,-95.575714,30.003498
2.3054831,-95.576149,29.748289
1.1527982,-95.576408,29.79553
1.9865621,-95.576523,30.048054
1,-95.515572,29.596684
1,-95.515526,30.10603
1,-95.5159,29.639046
.99311924,-95.516174,29.736124
1,-95.515999,29.640676
1,-95.516174,29.880594
.99964851,-95.576927,29.678375
3.0413253,-95.57682,29.916353
2.4653957,-95.576981,30.067461
1.5794702,-95.576965,29.650091
2.2114537,-95.577141,30.044153
1,-95.577187,29.689404
3,-95.577408,29.916552
1,-95.516403,29.657255
.99886817,-95.516365,29.601374
1,-95.516647,29.668549
1.5781202,-95.516762,29.742075
.99888581,-95.516769,29.903938
1,-95.516815,29.639214
1.0039123,-95.517052,29.660248
1.1885593,-95.577652,30.036648
3.2304964,-95.577469,29.609177
1,-95.57814,29.726023
3.1612308,-95.5784,29.665155
2.0633624,-95.578499,29.683283
1,-95.517456,29.932182
1.0761421,-95.517487,30.13361
1,-95.517891,29.643059
1,-95.517723,30.041475
1,-95.518044,29.633055
1.9037417,-95.578583,29.671638
1.888937,-95.578865,29.673969
1,-95.578918,29.727488
1.0236908,-95.579056,29.795305
1.0292772,-95.579422,29.652069
1,-95.579285,29.612118
2.6304348,-95.579445,29.661133
.99927139,-95.518211,30.137756
1,-95.518311,29.595636
.9644298,-95.518585,29.73493
1,-95.518837,30.109463
.99912167,-95.519127,29.483059
1.3646368,-95.579575,29.692459
1.853078,-95.579826,29.90081
.99703556,-95.57972,29.649286
2.921895,-95.579979,29.768782
2.7475014,-95.580307,29.663183
.99965203,-95.51915,29.929947
.99933153,-95.519577,29.638426
1,-95.519684,29.576803
.98303717,-95.519577,29.889454
.98303717,-95.519569,29.889782
1.8526353,-95.51973,29.885494
1,-95.519684,29.977022
1,-95.519852,29.645653
1,-95.519829,29.981052
1,-95.519936,29.684711
.99795294,-95.519974,29.57798
1.2066153,-95.580826,29.642517
1.4272676,-95.580948,29.770073
1.3760971,-95.580833,29.61187
1.0849514,-95.581139,29.779114
3.6704242,-95.581573,29.922134
2.0497568,-95.581696,29.740343
1,-95.520287,29.808121
1,-95.520454,29.820427
1,-95.520798,29.828922
1,-95.520721,29.586912
1,-95.521271,29.589338
1.6765751,-95.582542,29.92947
1.8339695,-95.521187,29.608675
1,-95.5214,29.824688
1,-95.521721,29.584959
1.1679156,-95.521576,29.60446
1,-95.521866,30.075682
.99321014,-95.52198,29.814825
1,-95.522041,29.771704
2.1349909,-95.583267,29.749077
1.8623271,-95.583313,29.720682
1,-95.58316,30.119051
1,-95.584229,29.969055
1.7315519,-95.584259,29.614937
1,-95.522263,29.99844
1,-95.584427,29.943274
1,-95.584747,29.787565
2.5152314,-95.584869,29.748535
1,-95.585564,29.711391
1.2692307,-95.585754,29.678999
1,-95.585846,29.996113
1.1775082,-95.586189,30.038422
3.5992932,-95.586281,29.667027
1,-95.58651,29.776924
2.4665923,-95.587112,29.661673
1.0726392,-95.587128,29.773794
1.8596027,-95.587677,29.741053
1,-95.587837,30.015919
2.9297242,-95.587784,29.6696
2,-95.588211,29.881069
1.7265377,-95.58815,29.65196
.99879372,-95.588455,29.721346
1,-95.589417,29.691437
2.9288888,-95.589577,29.984566
1,-95.58963,30.03315
1,-95.589684,29.854065
3.3301215,-95.590401,29.923271
1,-95.590317,29.699516
3.162724,-95.59037,29.908291
1.8174583,-95.591026,29.999111
1.4903021,-95.591057,29.691271
1.0468254,-95.591545,29.865925
2.3592324,-95.591522,29.671001
1.4085715,-95.591751,29.687054
1.9518026,-95.591644,29.74679
.99097848,-95.591873,30.007692
1.6388543,-95.591988,29.625692
1.9207127,-95.591789,29.689161
1.239835,-95.592575,29.701069
.99940813,-95.593185,30.04969
2.2431886,-95.593338,29.595612
4,-95.59375,29.685659
2.4626865,-95.594063,29.667227
3.5918205,-95.594284,30.117105
1,-95.594612,29.739223
2.3115838,-95.594627,29.76807
2.039237,-95.59449,29.689476
2.4346201,-95.59491,29.748232
1,-95.594856,29.711731
1,-95.595093,29.740789
.99470901,-95.59549,29.860044
1.2616488,-95.595512,29.724884
2.3503325,-95.596321,29.940357
.96996713,-95.596794,29.693571
1,-95.596733,29.983244
1,-95.59671,29.77989
1,-95.597015,30.050871
1,-95.596985,30.011189
1.0653378,-95.597534,30.058208
1.2471728,-95.597801,29.732649
2.0747681,-95.598259,29.74272
2.8810866,-95.598228,29.661839
1.3789731,-95.598549,29.742247
3.9962277,-95.598877,29.908451
2.8453772,-95.598892,29.675133
1,-95.599953,30.025116
2.0686164,-95.599998,30.020388
.99356371,-95.601028,30.055241
1,-95.60125,29.716551
1.1064357,-95.601379,29.985704
1,-95.601418,30.039101
1.6816269,-95.601471,30.017342
1,-95.601532,29.775124
1,-95.601723,29.855524
2.9445837,-95.601807,29.600296
2.4436781,-95.601837,29.721951
1,-95.539749,29.970058
2.889935,-95.602943,30.044588
1,-95.602943,30.085688
3.0004413,-95.540375,29.650656
2.5128627,-95.540314,29.662447
2.0431859,-95.540565,30.115202
1,-95.540771,30.090473
2.889935,-95.603432,30.04472
1,-95.603432,29.696815
2.7399662,-95.541153,29.665751
3.3412738,-95.54129,29.664743
.99928468,-95.541306,29.898577
2.3592858,-95.541641,29.608753
3.693722,-95.541771,29.800678
2.7646422,-95.604462,29.747986
1,-95.605103,29.953865
2.9965563,-95.542564,29.660788
2.0923622,-95.542984,29.727282
3.0924277,-95.543106,29.793789
3.1375432,-95.543083,30.141926
.98780489,-95.605156,30.023254
2.4961288,-95.60524,30.044102
3.1216216,-95.605408,29.67326
1,-95.543068,29.897024
2.8892052,-95.543526,29.645933
1.1369282,-95.543533,29.632145
1,-95.606316,29.697676
1.5555556,-95.606583,29.765238
2.736439,-95.606697,29.598228
.99948978,-95.606956,30.029055
1.5398619,-95.607033,29.749649
1,-95.607162,29.770622
3.616662,-95.544037,29.754162
1.8888888,-95.544205,29.932779
2.5698924,-95.544495,29.758081
3.9786096,-95.544891,29.811016
1,-95.607468,29.9137
1,-95.608276,30.035105
2.9949932,-95.608093,29.998735
2.5565488,-95.60833,29.605728
1.1825682,-95.545189,29.731136
2.5111799,-95.545151,29.697359
3.1015108,-95.545647,30.097502
2.2644873,-95.608566,29.889307
.99763596,-95.608803,29.884024
1.6664,-95.608757,29.693708
2.9356248,-95.608978,29.887884
2.9255984,-95.546112,30.003073
.99828887,-95.546196,30.079992
1.37345,-95.546761,30.011292
1,-95.6092,29.627438
1.484532,-95.609398,30.046663
1.3862649,-95.609665,29.693159
2.0428786,-95.609993,29.725451
2.3897028,-95.547012,29.708452
2.714016,-95.547668,29.647478
1,-95.547783,29.794062
1.9522341,-95.547775,29.813923
1,-95.547646,30.129637
3.7851174,-95.610245,29.683096
1,-95.610374,29.751644
1.7432567,-95.610641,29.65218
1.2634652,-95.610992,29.774799
2.1135511,-95.611107,29.970543
1.4054477,-95.61113,29.695065
1.9166666,-95.61097,29.853415
1,-95.547714,29.789005
1,-95.548141,30.033033
1.9247311,-95.548599,29.63644
1.9891245,-95.548576,29.935303
1.1786982,-95.611816,30.039566
1.0071216,-95.61203,29.742832
1,-95.61219,29.606117
.99788809,-95.548973,30.023495
3.4486804,-95.548912,29.604044
.99841523,-95.549202,29.997841
1,-95.549507,29.929949
2.3155475,-95.549904,29.632233
2.8577521,-95.549782,29.841833
3.189399,-95.549828,29.752707
1.0097561,-95.612198,30.002182
1,-95.612595,29.597857
1.746924,-95.613075,30.027418
1.6467525,-95.549904,29.790146
1.0477272,-95.550011,29.746132
1.0152941,-95.614159,29.783873
2.5468094,-95.613983,29.859245
3.3608468,-95.550774,29.751963
1,-95.550911,29.67491
3.7914457,-95.551277,29.597874
2.9102478,-95.551598,29.933971
2.9227993,-95.614937,29.721825
1.3742852,-95.614983,30.007265
1.5600221,-95.551765,29.826225
1,-95.551849,30.079283
3.3209081,-95.552048,29.75247
2.0597298,-95.552315,29.641663
2.8738587,-95.552475,29.749899
2.6953979,-95.552818,29.680824
3.9879897,-95.552734,29.898096
1.4053673,-95.615387,29.7085
2.2994723,-95.61599,29.938553
1.4053673,-95.616058,29.708508
1,-95.616051,29.697798
2.0645161,-95.616074,29.850925
3.0683963,-95.616341,29.715992
2.3859823,-95.552887,29.844606
1,-95.553497,29.726068
1,-95.553764,29.837961
1,-95.616585,30.092918
1,-95.616676,30.092834
2.0986085,-95.616936,29.859592
.98499316,-95.616875,30.093294
1.8693895,-95.617096,29.690733
1.88463,-95.617592,29.699121
1,-95.554565,30.008457
3.3855417,-95.554878,29.899443
1,-95.617607,29.718155
1.5110054,-95.617828,30.037813
1.1515151,-95.618004,30.037832
1.4306569,-95.618248,29.740788
1,-95.618416,30.023689
.99512792,-95.619102,29.746243
2.3424284,-95.554817,29.636005
2.7946713,-95.554863,29.987936
1,-95.555092,29.747147
1,-95.555267,29.742737
1.0236486,-95.555351,29.836088
1.5908775,-95.555496,29.669355
1,-95.619347,29.641094
3.2642486,-95.619461,29.662773
1.1335616,-95.619576,30.09432
1.0888031,-95.619759,30.015261
2.8613014,-95.619919,29.927181
1,-95.619911,29.93627
1,-95.556046,29.983799
2.6340921,-95.55584,29.823589
1,-95.556015,29.772141
.99919778,-95.556412,30.005314
1.398163,-95.556244,30.049932
2.6325843,-95.55677,29.986996
3.1884592,-95.556808,30.147793
2.3462224,-95.6203,29.66066
1,-95.620811,29.96023
3.0599334,-95.557068,29.645552
2.3443964,-95.55732,29.769594
1.9154079,-95.621086,29.863796
1.8998371,-95.621246,30.002041
1.1897234,-95.621582,29.640787
.99614394,-95.62178,29.748301
2.5936019,-95.558502,29.984545
1,-95.559364,29.635372
1,-95.621925,29.632147
1.0267035,-95.622154,29.642576
3.8890357,-95.622322,29.65966
3,-95.622627,29.778076
2.9448655,-95.622581,29.94079
2.9811091,-95.55941,30.149706
3.3347516,-95.559593,29.899681
2.213285,-95.559624,29.759083
1,-95.559853,29.806213
2.3590734,-95.559792,29.943426
1.6737936,-95.559891,30.116861
1,-95.560104,29.807093
2.3722274,-95.622856,29.939411
1,-95.623795,29.618242
1,-95.623993,29.690399
2.4536455,-95.624603,29.759062
1,-95.625214,30.028997
2.9545834,-95.561729,29.913969
1.0742735,-95.561615,29.901703
2.5290756,-95.562759,30.024582
.99698794,-95.625412,30.03315
2.8724964,-95.625641,29.944384
1,-95.625694,29.704794
2.9394825,-95.625992,29.772758
1.9090909,-95.563271,30.103155
2.8930643,-95.56366,29.917578
2.4731708,-95.563904,29.918861
1,-95.626617,29.627495
1.1689366,-95.62674,29.678562
3.7595465,-95.627007,29.646502
2.9976077,-95.6269,30.056374
3.6678452,-95.627205,29.695
2.891082,-95.627174,29.943411
1,-95.564201,30.032255
2.2952621,-95.564484,29.910442
1,-95.564682,30.003382
1.2685714,-95.627571,29.608715
2.5923436,-95.628212,29.672661
1.9459161,-95.565208,29.939632
1.4117647,-95.565346,30.019278
1.9348739,-95.56543,29.597528
1,-95.565651,29.89924
1,-95.565735,30.056892
2.3595653,-95.628738,29.684343
1,-95.629074,29.61451
3.9691799,-95.62915,29.643688
1,-95.565926,29.906755
1,-95.566483,29.908939
2.4937849,-95.566254,29.74651
1,-95.566978,29.611696
2.7344117,-95.62973,29.989182
1.2442037,-95.629646,29.765673
2.408253,-95.630074,29.665493
1.0627451,-95.63028,29.753397
3.9762752,-95.630074,29.770163
1,-95.630386,30.016275
2.666822,-95.630516,29.666403
1.8415927,-95.630638,29.663706
1,-95.567207,30.054249
1.0706897,-95.631622,29.737129
1.0264965,-95.567871,29.863825
2.1025944,-95.568108,30.016108
2.9400239,-95.567963,29.681334
2.1411419,-95.568359,29.744987
1.0385462,-95.568436,30.076506
2.6106143,-95.568657,29.712545
2.9122458,-95.568848,29.746843
1.3479863,-95.569016,29.707642
3,-95.632385,29.897066
1.5823117,-95.632637,29.636906
.99981028,-95.6325,29.967157
2.0293398,-95.632889,29.914293
1.0070175,-95.632889,29.666716
1,-95.632919,29.89315
2.5726545,-95.632965,29.722359
2.9400239,-95.568954,29.681664
3.9860249,-95.569069,29.76866
1.4836299,-95.569366,29.60413
1,-95.570114,29.934277
1.9411764,-95.569992,29.915861
1,-95.632919,29.995331
1.5870206,-95.633308,29.638872
2.5959597,-95.633453,29.896214
1.0433905,-95.633781,29.762779
2.1033521,-95.63385,29.645714
2.4869115,-95.570251,29.745981
1.6409069,-95.57019,29.78977
1.3632509,-95.570335,29.931435
1,-95.570663,29.858561
1,-95.570686,29.861258
2.660567,-95.570564,29.712763
1.0748168,-95.634003,29.853392
1.6313365,-95.633942,29.904411
3,-95.634666,29.900034
1,-95.57132,30.062111
1,-95.571526,29.866848
.9967519,-95.571388,29.694183
2.9453738,-95.571587,29.925953
2.4755199,-95.571564,30.00638
1,-95.571785,30.048906
1.8504441,-95.634979,29.672512
1.8138847,-95.635803,30.108097
3.7931349,-95.571945,29.654049
.99656355,-95.571999,29.697813
2.8367455,-95.572144,29.813395
1,-95.636101,29.998287
1,-95.636406,29.871592
1.8503112,-95.572838,29.931154
.99446642,-95.573257,30.023994
1.8971119,-95.573509,29.602871
1,-95.57399,29.689926
3.6675634,-95.573799,29.919424
.99972135,-95.637581,29.765457
.99667776,-95.573906,29.946362
3.0564497,-95.575127,29.924452
1.8317937,-95.63768,29.746323
1,-95.637917,29.883823
.99750501,-95.638702,29.850584
2.009434,-95.575096,30.02984
1.2965686,-95.575562,30.067585
1.2284644,-95.575668,29.622452
2.4968498,-95.575897,29.608023
2.8739524,-95.575729,29.656336
1.4924605,-95.576118,30.104195
.9956522,-95.638924,29.674885
1.6451807,-95.576385,29.654074
1,-95.576645,29.654066
2.4036467,-95.64032,29.946054
1.3186325,-95.640259,29.886629
1,-95.640808,29.872971
2.4653957,-95.577316,30.067001
2.7548227,-95.577255,29.604408
1,-95.577599,29.61367
2.9747009,-95.578224,29.751715
1,-95.642189,29.739456
2.6136856,-95.642036,29.99822
1.8159204,-95.579391,29.793161
1.5221589,-95.642578,29.598984
1.0077339,-95.642761,29.843533
3.1578948,-95.579903,29.923735
1.3212997,-95.579849,29.95043
.99651569,-95.643555,29.978348
2.8646452,-95.643913,29.914259
1,-95.580727,29.980129
1.2088749,-95.580696,29.692108
1,-95.644867,29.697393
1,-95.645683,29.904131
1.5649351,-95.645699,29.599861
.9951362,-95.581688,30.046524
2.4635534,-95.582092,29.657257
1.6532534,-95.582298,29.911657
2.5152314,-95.582611,29.748734
2.6160121,-95.647003,29.603767
2.6937666,-95.646965,29.698975
1.6507641,-95.582558,29.603048
1.0199336,-95.58284,29.900608
3.1244121,-95.583115,29.923513
1.558933,-95.647392,30.038038
.99433607,-95.647186,29.971697
3.5334244,-95.6483,29.712982
1.0019811,-95.583847,29.731844
2.4476402,-95.583717,29.682756
1,-95.584259,29.769783
1.1270924,-95.584244,29.662792
2.6196716,-95.584724,29.671234
1,-95.585014,29.8535
3.3413427,-95.648483,29.958862
1.8222164,-95.648651,29.906347
1,-95.648811,30.021061
2.3068783,-95.648911,30.108488
1.0399361,-95.6493,29.71162
1,-95.584969,29.678587
2.9782426,-95.650993,29.653025
.99890107,-95.586189,29.702063
1.1054546,-95.586395,29.625683
3.2148874,-95.586449,29.683876
1.6,-95.586899,29.652716
1.8566333,-95.650978,29.885069
1.7884544,-95.651039,29.861855
2.4198251,-95.651443,30.108583
1.5966387,-95.587433,29.646784
1,-95.587784,29.621063
1,-95.587639,30.047415
2.5918214,-95.588058,29.663094
2.4685225,-95.588135,29.673321
1.4733945,-95.588097,29.971807
1.9401994,-95.588181,29.693876
1.1147959,-95.588516,29.659103
1.3875202,-95.652008,29.874113
1,-95.651894,29.99576
1,-95.651962,30.004549
2.7581019,-95.652145,29.724117
1,-95.652351,29.840862
1,-95.652779,29.9174
1,-95.652931,29.911802
1,-95.588608,29.945358
.9984746,-95.588913,30.044689
.99732721,-95.589333,29.863642
1.8922082,-95.589394,29.605387
1.2634063,-95.589638,29.726171
.99502486,-95.65332,29.840549
3.2482142,-95.653862,29.697298
2.6807239,-95.589729,29.93449
1,-95.589737,29.77515
.98686939,-95.589981,29.86491
2.3592324,-95.590004,29.670259
1.1396993,-95.59021,30.080755
1,-95.590347,29.655996
2.8537953,-95.590858,30.056797
.99883723,-95.654465,29.896385
1.1508108,-95.654388,29.899017
3.25,-95.655014,29.663654
2.6209011,-95.655426,29.890381
2.1076117,-95.590912,29.94421
.99676901,-95.591431,29.652586
3.3886304,-95.591568,29.77916
1,-95.655579,29.909235
1.074186,-95.655586,29.893805
2.9427917,-95.655922,30.101954
3.260184,-95.656166,29.714321
2.0652921,-95.592209,29.665693
.99294889,-95.592461,29.741785
1.0938042,-95.592842,30.085823
2.6033568,-95.656509,29.702227
1,-95.656509,29.848623
